,ds,y,yhat,yhat_lower,yhat_upper
154,11/08/2016,31.11000061,25.14852942,5.743928733,44.59745109
155,12/08/2016,31.35000038,25.68799377,5.698193644,44.35313975
156,15/08/2016,31.72999954,25.07843138,4.610804432,42.29743703
157,16/08/2016,31.17000008,24.53512469,6.742024901,43.36813442
158,17/08/2016,30.81999969,25.25973804,8.357890909,44.39332576
159,18/08/2016,31.17000008,24.5801584,6.770288846,41.90385713
160,19/08/2016,31.71999931,25.23554059,6.208225034,43.20324075
161,22/08/2016,31.45999908,25.02190787,5.575824923,42.851268
162,23/08/2016,32.09000015,24.61233607,5.484469498,43.09588149
163,24/08/2016,31.70999908,25.46436396,7.066346649,44.08396706
164,25/08/2016,32.15999985,24.9018216,6.728933134,43.98642518
165,26/08/2016,28.73999977,25.66016786,7.018022288,43.77367326
166,29/08/2016,28.96999931,25.61150614,7.238043428,44.52624533
167,30/08/2016,28.48999977,25.21256603,5.486960845,43.96061946
168,31/08/2016,28.38999939,26.05163519,7.144125671,43.10199906
169,01/09/2016,28.03000069,25.45286296,6.24425176,44.40602078
170,02/09/2016,28.38999939,26.15280179,7.22481839,44.43456782
171,06/09/2016,28.37000084,25.33654993,6.405299007,43.2364134
172,07/09/2016,28.12999916,26.05616934,6.469281773,42.49219222
173,08/09/2016,27.78000069,25.33505369,6.559187473,43.77463462
174,09/09/2016,27.18000031,25.91410298,8.130646726,45.07512103
175,12/09/2016,27.04000092,25.29732482,7.002676046,44.33057263
176,13/09/2016,26.98999977,24.71174407,5.567772532,43.54704338
177,14/09/2016,27.03000069,25.37702432,8.244037965,43.67037557
178,15/09/2016,27.25,24.62374364,7.884595116,43.24215603
179,16/09/2016,27.09000015,25.19426859,7.406962227,43.88240972
180,19/09/2016,27.89999962,24.69658638,7.836463641,43.24837985
181,20/09/2016,27.71999931,24.19584118,6.648064569,43.82475908
182,21/09/2016,28.12999916,24.96504873,5.786256369,44.15257967
183,22/09/2016,28.27000046,24.33165927,6.116684355,42.00857237
184,23/09/2016,28.19000053,25.03433904,8.585043169,45.07986736
185,26/09/2016,27.63999939,24.96360248,6.352017167,45.20219841
186,27/09/2016,27.43000031,24.59988708,6.255164474,44.21592618
187,28/09/2016,27.48999977,25.49573203,5.02394865,43.68749024
188,29/09/2016,27.13999939,24.97423434,6.599273015,43.50653958
189,30/09/2016,27.59000015,25.77010516,8.593141267,45.53172752
190,03/10/2016,27.78000069,25.83576673,6.451543474,44.03817075
191,04/10/2016,27.12999916,25.46303244,6.845404368,43.72559055
192,05/10/2016,27.20000076,26.3212673,7.129765674,44.776341
193,06/10/2016,26.68000031,25.73405739,7.154217072,44.41155557
194,07/10/2016,26.68000031,26.43747122,7.982711376,44.23457213
195,10/10/2016,26.82999992,26.09098101,6.304956469,44.3775651
196,11/10/2016,26.04999924,25.54799516,7.353928643,43.70002979
197,12/10/2016,26.12000084,26.22694697,9.173477142,43.75745555
198,13/10/2016,25.46999931,25.45641069,6.039397899,44.25995467
199,14/10/2016,25.37999916,25.97759839,7.725052276,44.35563341
200,17/10/2016,24.70000076,25.14145076,7.974371265,43.62520399
201,18/10/2016,24.81999969,24.46962313,6.212693714,42.89164095
202,19/10/2016,25,25.04337874,7.206625789,44.11218909
203,20/10/2016,25.11000061,24.194163,6.350377653,42.28420127
204,21/10/2016,25.01000023,24.66524987,6.645046351,44.22297507
205,24/10/2016,25.13999939,23.85751387,6.415267954,43.65004021
206,25/10/2016,24.75,23.25253395,5.002212984,42.67742739
207,26/10/2016,24.77000046,23.91848656,4.834200539,41.7906665
208,27/10/2016,23.98999977,23.18358747,6.66843191,40.85471701
209,28/10/2016,23.89999962,23.78719235,6.651193492,41.2994872
210,31/10/2016,24.04999924,23.43945128,5.55295489,42.31960631
211,01/11/2016,23.55999947,22.99156791,4.567661448,40.85705673
212,02/11/2016,20.93000031,23.80782918,4.05877488,42.71931774
213,03/11/2016,20.82999992,23.211521,3.98603327,41.02224976
214,04/11/2016,20.72999954,23.93748587,5.7027898,41.9568882
215,07/11/2016,21.23999977,23.82365703,5.137844971,41.87394178
216,08/11/2016,20.90999985,23.40139717,5.519680242,40.67087201
217,09/11/2016,21.53000069,24.21542445,6.765308431,41.8047837
218,10/11/2016,21.87000084,23.58949651,3.451044652,41.93340815
219,11/11/2016,22.31999969,24.25992645,4.952180439,43.16629287
220,14/11/2016,22.98999977,23.85270293,4.500561369,41.41115164
221,15/11/2016,22.64999962,23.30399145,6.716433663,42.81368818
222,16/11/2016,23.05999947,23.98562344,4.050451452,41.71009606
223,17/11/2016,23.45999908,23.22700068,3.65771451,40.99710191
224,18/11/2016,23.45999908,23.77023498,6.901990529,42.33672796
225,21/11/2016,23.45999908,23.07058251,4.856723978,40.76010567
226,22/11/2016,24.11000061,22.47085048,4.154088006,41.66203369
227,23/11/2016,26.05999947,23.13141801,4.583494589,41.03757201
228,25/11/2016,25.81999969,22.97354358,4.90050578,41.60882338
229,28/11/2016,25.14999962,22.6162301,4.10032841,41.0752128
230,29/11/2016,24.48999977,22.19228816,3.520966919,42.33817698
231,30/11/2016,24.69000053,23.05324425,5.329433072,41.10072075
232,01/12/2016,24.63999939,22.5258354,2.884969052,39.93859164
233,02/12/2016,24.27000046,23.34752769,5.44073704,40.32525281
234,05/12/2016,24.52000046,23.69266472,5.970482199,42.89863936
235,06/12/2016,24.88999939,23.47841468,4.390117258,41.87230258
236,07/12/2016,25.94000053,24.52374411,6.99739461,43.62163657
237,08/12/2016,25.96999931,24.14803296,5.84970521,42.54250181
238,09/12/2016,26.02000046,25.08207629,7.301495937,43.43821693
239,12/12/2016,26.42000008,25.47667885,6.269167399,44.77026369
240,13/12/2016,26.38999939,25.17237176,6.311073832,44.42342898
241,14/12/2016,25.28000069,26.07283234,8.091208045,43.7739973
242,15/12/2016,25.34000015,25.49902371,7.884597812,44.45170453
243,16/12/2016,25.42000008,26.1850606,8.160894216,44.57935126
244,19/12/2016,25.89999962,25.59468516,7.432107619,43.26649691
245,20/12/2016,26.12000084,24.90894292,4.809991141,43.90890828
246,21/12/2016,26.38999939,25.41828846,6.735224,41.61342149
247,22/12/2016,25.05999947,24.45529565,6.664970662,41.97718667
248,23/12/2016,25.40999985,24.766293,5.69735316,41.42831866
249,27/12/2016,25.95000076,22.37867477,4.498704121,41.10275076
250,28/12/2016,25.27000046,22.76505822,3.564587274,40.09506331
251,29/12/2016,25.34000015,21.76064355,2.08817554,39.52478137
252,30/12/2016,25.26000023,22.11889594,3.504047323,41.77560614
253,03/01/2017,25.37000084,20.87721697,2.995074103,39.73177314
254,04/01/2017,25.92000008,21.78643811,3.266868029,39.70312503
255,05/01/2017,25,21.38965702,1.406347788,39.7540829
256,06/01/2017,24.52000046,22.43121487,4.579209258,41.87675822
257,09/01/2017,24.48999977,24.01988378,7.21383903,42.05713684
258,10/01/2017,24.63999939,24.42296029,5.266182316,42.94766033
259,11/01/2017,24.61000061,26.18659876,7.136398189,45.72234135
260,12/01/2017,24.71999931,26.62699423,8.020393364,45.4560162
261,13/01/2017,22.72999954,28.46971952,9.302194369,47.96709608
262,17/01/2017,23.34000015,32.94538816,14.35058603,49.66451057
263,18/01/2017,23.48999977,35.06943753,16.69982932,53.54684107
264,19/01/2017,23.30999947,35.7400507,17.3884153,55.59291525
265,20/01/2017,23.57999992,37.67390361,18.77296761,56.83036637
266,23/01/2017,23.93000031,40.66004692,21.66120755,60.31251017
267,24/01/2017,23.87000084,41.04625326,22.60158007,61.18299592
268,25/01/2017,24.17000008,42.53523159,24.20356489,61.48568698
269,26/01/2017,24.21999931,42.44101182,25.24004298,61.20208928
270,27/01/2017,24.30999947,43.49238445,23.38412433,62.51912059
271,30/01/2017,24.18000031,43.28361057,23.97935981,61.7914302
272,31/01/2017,24.48999977,42.48517544,23.57916253,61.585007
